EXERCICI_COMPTAB,AREA,SERVEI,PROGRAMA,CAPITOL,PARTIDA,DESCRIPCIO_PARTIDA,PRESSUPOST_DEFINITIU,LIQUIDACIO
2014,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,14   1433 15103   22103,SUBMINISTRE COMBUSTIBLE  ASSIS,,325
2014,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,14   1433 15103   22104,VESTUARI OBRA PéBLICA   ASSIST,,17.73
2014,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,14   1433 15103   22799,ALTRES TREBALLS REALITZ. ALTRE,,13587.09
2015,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,15   1433 15101   20300,LLOGUER MAQUINÀRIA I INSTAL.LA,,5000
2015,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,15   1433 15101   21400,"REPARACIÓ VEHICLES,ELEM.TRANS.",,373.58
2015,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,15   1433 15101   22009,ALTRE MATERIAL NO INVENT.REDAC,,3000
2015,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,15   1433 15102   21400,"REPARACIÓ VEHICLES,ELEM.TRANS.",,1346.19
2015,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,15   1433 15102   22009,ALTRE MATERIAL NO INVENT.DIREC,,2832
2015,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,15   1433 15102   22103,COMBUSTIBLES I CARBURANTS DIRE,,1135
2015,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,15   1433 15102   22104,VESTUARI DIRECCIÓ D OBRES,,547.61
2015,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,15   1433 15103   20300,LLOGUER MAQUINÀRIA I INSTAL.  ,,504.74
2015,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,15   1433 15103   22009,ALTRE MATERIAL NO INVENT.ASSIS,,1833
2015,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,15   1433 15103   22104,VESTUARI ASSISTÈNCIA TÈCNICA,,21.72
2016,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,16   1433 15101   21400,"REPARACIÓ VEHICLES,ELEM.TRANS.",,344.59
2016,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,16   1433 15101   22706,ESTUDIS I TREBALLS TÈCNICS- RE,,1772.65
2016,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,16   1433 15102   21400,"REPARACIÓ VEHICLES,ELEM.TRANS.",,162.63
2016,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,16   1433 15102   22104,VESTUARI DIRECCIÓ D OBRES,,682.63
2016,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,16   1433 15103   20300,LLOGUER MAQUINÀRIA I INSTAL.  ,,623.88
2016,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,16   1433 15103   21400,"REPARACIÓ VEHICLES,ELEM.TRANS.",,729.8
2016,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,16   1433 15103   22009,ALTRE MATERIAL NO INVENT.ASSIS,,157.48
2017,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,17   1433 15001   20400,LLOGUER MAT.TRANSPORT DESP.GES,,170539.77
2017,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,17   1433 15001   21000,REPARACIÓ INFRAESTRUCTURA DESP,,5927.49
2017,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,17   1433 15001   21300,REPARACIO MAQUINARIA INST.DESP,,533.58
2017,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,17   1433 15001   21400,"REPARACIÓ VEHICLES,ELEM.TRANSP",,58195.14
2017,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,17   1433 15001   22100,ENERGIA ELÉCTRICA DESP.GEST.VI,,12279.95
2017,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,17   1433 15001   22102,SUBMINISTRAMENT GAS DESP.GEST.,,1738.6
2017,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,17   1433 15001   22103,COMBUSTIBLES I CARBURANTS DESP,,52609.34
2017,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,17   1433 15001   22104,VESTUARI DESP.GEST.VIES PÚBLIQ,,24254.45
2017,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,17   1433 15001   22700,NETEJA DESP.GEST.VIES PÚBLIQUE,,3002.66
2017,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,17   1433 15001   22706,ESTUDIS I TREBALL TÈCNIC DESEP,,23379.88
2017,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,17   1433 15001   22799,ALTRES TREB.ALTRES EMPR DESP.G,,13126.41
2017,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,17   1433 15101   21400,"REPARACIÓ VEHICLES,ELEM.TRANS.",,1427.72
2017,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,17   1433 15101   22103,COMBUSTIBLES I CARBURANTS OBRA,,500
2017,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,17   1433 15101   22104,VESTUARI OBRA PÚBLICA,,147.02
2017,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,17   1433 15101   22699,ALTRES DESPESES DIVERSES OBRA ,,188.77
2017,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,17   1433 15101   22706,ESTUDIS I TREBALLS TÈCNICS OBR,,39822.46
2017,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,17   1433 15321   20300,LLOGUER MAQUINÀRIA PAV.I MANT.,,11276.44
2017,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,17   1433 15321   21000,REPARACIÓ PAV.I MANT.INFRAEST.,,149593.6
2017,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,17   1433 15321   21200,REPARACIÓ I CONSERV.EDIFICIS P,,2816.12
2017,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,17   1433 15321   21300,REPARACIO MAQUINARIA PAV.I MAN,,12324.97
2017,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,17   1433 15321   22700,NETEJA PAV.I MANT.INFRAEST.URB,,2610.03
2017,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,17   1433 15321   22706,ESTUDIS I TREBALLS TÈCNICS PAV,,5938.66
2017,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,17   1433 15321   22799,ALTRES TREBALLS ALTRES EMP.PAV,,120029.63
2017,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,17   1433 16001   21000,REPARACIÓ INFRAESTRUCTURA MANT,,36177.37
2017,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,17   1433 16501   21000,REPARACIÓ INFRAESTRUCTURA ENLL,,939251.98
2017,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,17   1433 16501   22100,ENERGIA ELÈCTRICA ENLLUMENAT P,,1510403.67
2017,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,17   1433 16501   22799,ALTRES TREBALLS ALTRES EMPRESE,,38807.3
2017,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,17   1433 17101   20300,LLOGUER MAQUINÀRIA I INSTAL.LA,,2582.61
2017,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,17   1433 17101   21000,REPARACIÓ INFRAESTRUCTURA MANT,,111547.17
2017,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,17   1433 17101   21200,REPARACIÓ I CONSERV.EDIFICIS M,,3494.03
2017,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,17   1433 17101   21300,REPARACIÓ MAQUINÀRIA I INST.MA,,37790.97
2017,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,17   1433 17101   22100,ENERGIA ELECTRICA MANTENIMENT ,,31163.09
2017,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,17   1433 17101   22101,AIGUA MANTENIMENT JARDINERIA,,78030.26
2017,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,17   1433 17101   22700,NETEJA MANTENIMENT JARDINERIA,,32720.33
2017,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,17   1433 17101   22706,ESTUDIS I TREBALLS TÈCNICS MAN,,35878.33
2017,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,2-DESPESES EN BÉNS CORRENTS I ,17   1433 17101   22799,ALTRES TREB.REALITZ.ALTRES EMP,,3193949.55
2011,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,6-INVERSIONS REALS,11   1433 13301   62300,INVERSIÓ NOVA INSTAL.LACIÓ MAN,8375.44,
2011,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,6-INVERSIONS REALS,11   1433 15101   60900,ALTRES INV.NOVES EN INF.I BÉNS,2335017.87,2209222.8
2011,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,6-INVERSIONS REALS,11   1433 15101   61900,INVERSIO REPOSIC. INFRAESTRUCT,11894694.64,4625942.48
2011,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,6-INVERSIONS REALS,11   1433 15101   62200,INVERSIO NOVA EN EDIFICIS URBA,3565.17,
2011,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,6-INVERSIONS REALS,11   1433 15101   63200,REPOSICIÓ EDIFICIS URBANITZACI,57925.06,47283.14
2011,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,6-INVERSIONS REALS,11   1433 15102   61900,INVERSIO REPOSIC. INFRAESTRUCT,18701.65,18701.65
2011,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,6-INVERSIONS REALS,11   1433 15103   61900,INVERSIO REPOSIC. INFRAESTRUCT,296363.25,46186.1
2011,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,6-INVERSIONS REALS,11   1433 15202   61900,INVERSIO REPOSIC. INFRAESTRUCT,0,
2011,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,6-INVERSIONS REALS,11   1433 16101   61900,INVERSIO REPOSIC. INFRAESTRUCT,93790.02,90161.03
2011,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,6-INVERSIONS REALS,11   1433 16501   61900,INVERSIO REPOSIC. INFRAEST. EN,124.82,
2011,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,6-INVERSIONS REALS,11   1433 16501   62300,INVERSIÓ NOVA INSTAL.LACIÓ ENL,162.22,
2011,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,6-INVERSIONS REALS,11   1433 17201   61900,INVERSIO REPOSIC. INFRAEST. ME,99180.28,6882.05
2012,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,6-INVERSIONS REALS,12   1433 15101   60900,INVERSIO NOVA EN INFRAS.REDACC,,41538.38
2012,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,6-INVERSIONS REALS,12   1433 15101   61900,INVERS. REPOSICIÓ INFRAESTRUCT,,3178686.73
2012,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,6-INVERSIONS REALS,12   1433 15101   63300,REPOSICIÓ INSTAL.LACIONS TÈCNI,,5878.47
2012,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,6-INVERSIONS REALS,12   1433 15103   61900,INVERS. REPOSICIÓ INFRAESTRUCT,,256.48
2012,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,6-INVERSIONS REALS,12   1433 15103   64100,INV.APLICACIONS INFORMÀTIQUES ,,875.74
2012,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,6-INVERSIONS REALS,12   1433 16101   61900,INVERS. REPOSICIÓ INFRAESTRUCT,,531
2012,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,6-INVERSIONS REALS,12   1433 17201   61900,INVERS. REPOSICIÓ INFRAESTRUCT,,91127.73
2013,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,6-INVERSIONS REALS,13   1433 15102   61900,INVERS. REPOSICIÓ INFRAESTRUCT,,2932588.78
2013,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,6-INVERSIONS REALS,13   1433 15102   63200,REPOSICIÓ EDIFICIS DIRECCIÓ OB,,4002.14
2013,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,6-INVERSIONS REALS,13   1433 15103   61900,ALTRES INV. REPOSIC INFR. ASSI,,32348.74
2014,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,6-INVERSIONS REALS,14   1433 15102   61900,INVERS. REPOSICIÓ INFRAESTRUCT,,726759.74
2014,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,6-INVERSIONS REALS,14   1433 15102   63200,REPOSICIÓ EDIFICIS DIRECCIÓ OB,,12961.6
2014,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,6-INVERSIONS REALS,14   1433 15103   61900,ALTRES INV. REPOSIC INFR. ASSI,,11016.11
2014,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,6-INVERSIONS REALS,14   1433 15501   62301,INVERSIÓ NOVA EN MAQUINÀRIA OB,,12777.26
2015,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,6-INVERSIONS REALS,15   1433 15102   61900,ALTRES INVERSIONS REPOS.INFRAE,,61024.2
2015,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,6-INVERSIONS REALS,15   1433 15102   63200,REPOSICIO EDIFICIS DIRECCIÓ OB,,34308.36
2015,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,6-INVERSIONS REALS,15   1433 15103   62301,INVERSIÓ NOVA MAQUINÀRIA OBRA ,,2499.12
2015,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,6-INVERSIONS REALS,15   1433 15302   63200,REPOSICIO EDIFICIS MANTENIMENT,,134207.48
2015,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,6-INVERSIONS REALS,15   1433 15322   61900,ALTRES INVERSIONS REPOS.INFRAE,,656884.42
2016,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,6-INVERSIONS REALS,16   1433 15103   64100,DESPESES APLICACIONS INFORMÀTI,,2456.3
2016,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,6-INVERSIONS REALS,16   1433 15322   61900,ALTRES INVERSIONS REPOSICIÓ IN,,973169.16
2017,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,6-INVERSIONS REALS,17   1433 15001   62301,INVERSIÓ NOVA MAQUINÀRIA GESTI,,937.75
2017,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,6-INVERSIONS REALS,17   1433 15321   61900,ALTRES INVERSIONS REPOSICIÓ IN,,194496.9
2017,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,6-INVERSIONS REALS,17   1433 15321   61901,ALTRES INVERSIONS REPOSICIÓ IN,,1511558.15
2017,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,6-INVERSIONS REALS,17   1433 16001   61901,ALTRES INVERSIONS REPOSICIÓ IN,,13984.58
2017,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,6-INVERSIONS REALS,17   1433 16501   62300,INVERSIÓ NOVA INSTAL.LACIÓ ENL,,5591.41
2017,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,6-INVERSIONS REALS,17   1433 17101   61901,ALTRES INV.REPOSICIÓ INFR. - P,,124622.91
2017,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,6-INVERSIONS REALS,17   1433 17101   62300,INVERSIÓ NOVA INSTAL.LACIÓ PAR,,2190.33
2017,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,6-INVERSIONS REALS,17   1433 17101   62301,INVERSIÓ NOVA MAQUINÀRIA PARCS,,661.24
2017,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,6-INVERSIONS REALS,17   1433 17101   62501,INVERSIÓ NOVA MOBILIARI PARCS ,,32540.14
2016,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,1-SERVICIOS PUBLICOS BASICOS,7-TRANSFERÈNCIES DE CAPITAL,16   1433 15102   78900,SUBV. CAPITAL ENT.S/FINTAT.LUC,,22000
2011,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,3-PRODUCCIÓN DE BIENES PÚBLICO,6-INVERSIONS REALS,11   1433 32100   61900,INVERSIO REPOSIC. INFRAEST. PA,110739.48,90850.75
2011,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,3-PRODUCCIÓN DE BIENES PÚBLICO,6-INVERSIONS REALS,11   1433 33701   63200,REPOSICIÓ EDIFICIS MANTENIMENT,1594.23,
2011,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,3-PRODUCCIÓN DE BIENES PÚBLICO,6-INVERSIONS REALS,11   1433 33702   63200,REPOSICIÓ EDIFICIS MANTENIMENT,1521.51,
2011,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,3-PRODUCCIÓN DE BIENES PÚBLICO,6-INVERSIONS REALS,11   1433 34201   60900,ALTRES INV.NOVES EN INF.I BÉNS,380000,
2012,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,3-PRODUCCIÓN DE BIENES PÚBLICO,6-INVERSIONS REALS,12   1433 34201   60900,INVERSIO NOVA INFRAS.EQUIP. ES,,10934
2011,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,4-ACTUACIONES DE CARÁCTER ECON,6-INVERSIONS REALS,11   1433 49111   63200,REPOSICIÓ EDIFICIS PARC AUDIOV,2370821.59,2347822.88
2017,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,4-ACTUACIONES DE CARÁCTER ECON,6-INVERSIONS REALS,17   1433 43201   63200,REPOSICIÓ EDIFICIS EQUIPAMENTS,,5109.62
2011,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,9-ACTUACIONES DE CARÁCTER GENE,6-INVERSIONS REALS,11   1433 93301   62200,INVERSIO NOVA EN EDIFICIS MANT,135.68,
2011,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,9-ACTUACIONES DE CARÁCTER GENE,6-INVERSIONS REALS,11   1433 93301   63200,REPOSICIÓ EDIFICIS MANTENIMENT,153823,
2011,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,9-ACTUACIONES DE CARÁCTER GENE,6-INVERSIONS REALS,11   1433 93302   62300,INVERSIÓ NOVA INSTAL.LACIÓ MAN,19738.75,
2015,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,9-ACTUACIONES DE CARÁCTER GENE,6-INVERSIONS REALS,15   1433 93305   63200,REPOSICIO EDIFICIS EQUIPAMENTS,,25410
2016,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,9-ACTUACIONES DE CARÁCTER GENE,6-INVERSIONS REALS,16   1433 93305   63200,REPOSICIÓ EDIFICIS EQUIPAMENTS,,755735.42
2017,1-Territori i Sostenibilitat,1433-Servei d Obres i Mantenim,9-ACTUACIONES DE CARÁCTER GENE,6-INVERSIONS REALS,17   1433 93305   63200,REPOSICIÓ EDIFICIS EQUIPAMENTS,,444861.12
2011,1-Territori i Sostenibilitat,1434-Parc de Vallparadís,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,11   1434 17103   120,ANTIG. SOU BASE FUNCIONARIS GE,39810,38099.69
2011,1-Territori i Sostenibilitat,1434-Parc de Vallparadís,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,11   1434 17103   121,RETRIB.COMPLEMENT. FUNCIONARIS,72247,70721.41
2011,1-Territori i Sostenibilitat,1434-Parc de Vallparadís,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,11   1434 17103   130,RETRIB. PERSONAL LABORAL FIXE ,31100,31322.35
2011,1-Territori i Sostenibilitat,1434-Parc de Vallparadís,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,11   1434 17103   150,COMPLEMENT PRODUCTIVITAT GEST.,23345,26587.71
2011,1-Territori i Sostenibilitat,1434-Parc de Vallparadís,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,11   1434 17103   160,QUOTES SOCIALS GEST. PARC VALL,39908,39792.59
2012,1-Territori i Sostenibilitat,1434-Parc de Vallparadís,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,12   1434 17103   120,ANTIG. SOU BASE FUNCIONARIS GE,,36268.05
2012,1-Territori i Sostenibilitat,1434-Parc de Vallparadís,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,12   1434 17103   121,RETRIB.COMPLEMENT. FUNCIONARIS,,67995.85
